sample_id,mlcq_type,smell,ground_truth,original_verdict,sonar_detected,result,total_sonar_detections_for_pair,ground_truth_row
3743029,function,long-method,0,nao_tem_smell,0,TN,0,83
3749791,function,feature-envy,0,nao_tem_smell,0,TN,0,84
3749791,function,long-method,0,nao_tem_smell,0,TN,0,85
3753086,function,feature-envy,0,nao_tem_smell,0,TN,0,86
3753086,function,long-method,0,nao_tem_smell,0,TN,0,87
3753095,function,feature-envy,0,nao_tem_smell,0,TN,0,88
3753095,function,long-method,0,nao_tem_smell,0,TN,0,89
3754188,class,blob,0,nao_tem_smell,0,TN,0,90
3754188,class,data-class,0,nao_tem_smell,0,TN,0,91
3756805,class,blob,0,nao_tem_smell,0,TN,0,92
3756805,class,data-class,0,nao_tem_smell,1,FP,1,93
3757097,class,blob,0,nao_tem_smell,0,TN,0,94
3757097,class,data-class,1,tem_smell,1,TP,1,95
3759000,class,blob,0,nao_tem_smell,0,TN,0,96
3759000,class,data-class,0,nao_tem_smell,0,TN,0,97
3761009,class,blob,0,nao_tem_smell,0,TN,0,98
3761009,class,data-class,0,nao_tem_smell,0,TN,0,99
3762543,class,blob,0,nao_tem_smell,0,TN,0,100
3762543,class,data-class,0,nao_tem_smell,0,TN,0,101
3762849,function,feature-envy,0,nao_tem_smell,0,TN,0,102
3762849,function,long-method,0,nao_tem_smell,0,TN,0,103
3763661,class,blob,0,nao_tem_smell,0,TN,0,104
3763661,class,data-class,1,tem_smell,1,TP,1,105
3763789,function,feature-envy,0,nao_tem_smell,0,TN,0,106
3763789,function,long-method,0,nao_tem_smell,0,TN,0,107
3763847,class,blob,0,nao_tem_smell,0,TN,0,108
3763847,class,data-class,1,tem_smell,1,TP,1,109
3764238,class,blob,1,tem_smell,0,FN,0,110
3764238,class,data-class,0,nao_tem_smell,1,FP,1,111
3764491,class,blob,0,nao_tem_smell,0,TN,0,112
3770892,function,feature-envy,0,nao_tem_smell,0,TN,0,114
3770892,function,long-method,0,nao_tem_smell,0,TN,0,115
3772084,class,blob,0,nao_tem_smell,0,TN,0,116
3772084,class,data-class,0,nao_tem_smell,0,TN,0,117
3772718,class,blob,0,nao_tem_smell,0,TN,0,118
3772718,class,data-class,0,nao_tem_smell,0,TN,0,119
3775458,function,feature-envy,0,nao_tem_smell,0,TN,0,120
3775458,function,long-method,0,nao_tem_smell,0,TN,0,121
3779095,class,blob,0,nao_tem_smell,0,TN,0,122
3779095,class,data-class,0,nao_tem_smell,0,TN,0,123
3780834,function,feature-envy,0,nao_tem_smell,0,TN,0,124
3780834,function,long-method,0,nao_tem_smell,0,TN,0,125
3782985,function,feature-envy,0,nao_tem_smell,0,TN,0,126
3782985,function,long-method,0,nao_tem_smell,0,TN,0,127
3784303,function,feature-envy,0,nao_tem_smell,0,TN,0,128
3784303,function,long-method,0,nao_tem_smell,0,TN,0,129
3785267,class,blob,0,nao_tem_smell,0,TN,0,130
3785267,class,data-class,0,nao_tem_smell,0,TN,0,131
3785309,function,feature-envy,0,nao_tem_smell,0,TN,0,132
3785309,function,long-method,0,nao_tem_smell,0,TN,0,133
3786480,class,blob,1,tem_smell,1,TP,1,134
3786480,class,data-class,0,nao_tem_smell,0,TN,0,135
3787706,class,blob,0,nao_tem_smell,0,TN,0,136
3787706,class,data-class,0,nao_tem_smell,0,TN,0,137
3788627,class,blob,0,nao_tem_smell,0,TN,0,138
3788627,class,data-class,0,nao_tem_smell,1,FP,1,139
3789205,class,data-class,0,nao_tem_smell,0,TN,0,141
3790421,function,feature-envy,0,nao_tem_smell,0,TN,0,142
3790421,function,long-method,0,nao_tem_smell,0,TN,0,143
3790799,class,blob,1,tem_smell,0,FN,0,144
3790799,class,data-class,0,nao_tem_smell,0,TN,0,145
3791275,function,feature-envy,0,nao_tem_smell,0,TN,0,146
3791275,function,long-method,0,nao_tem_smell,0,TN,0,147
3791832,class,blob,0,nao_tem_smell,1,FP,1,148
3791832,class,data-class,1,tem_smell,0,FN,0,149
3794102,function,feature-envy,0,nao_tem_smell,0,TN,0,150
3794102,function,long-method,0,nao_tem_smell,0,TN,0,151
3795599,class,blob,0,nao_tem_smell,0,TN,0,152
3795599,class,data-class,0,nao_tem_smell,0,TN,0,153
3796407,function,feature-envy,0,nao_tem_smell,0,TN,0,154
3796407,function,long-method,0,nao_tem_smell,0,TN,0,155
3796929,class,data-class,1,tem_smell,1,TP,1,157
3797814,class,blob,0,nao_tem_smell,0,TN,0,158
3797814,class,data-class,1,tem_smell,0,FN,0,159
3797964,class,blob,0,nao_tem_smell,0,TN,0,160
3797964,class,data-class,1,tem_smell,0,FN,0,161
3799104,function,feature-envy,0,nao_tem_smell,0,TN,0,162
3799104,function,long-method,0,nao_tem_smell,0,TN,0,163
3800392,function,feature-envy,0,nao_tem_smell,0,TN,0,164
3800392,function,long-method,0,nao_tem_smell,0,TN,0,165
3801914,function,feature-envy,0,nao_tem_smell,0,TN,0,166
3801914,function,long-method,0,nao_tem_smell,0,TN,0,167
3803712,function,feature-envy,0,nao_tem_smell,0,TN,0,168
3803712,function,long-method,0,nao_tem_smell,0,TN,0,169
3804138,class,blob,0,nao_tem_smell,0,TN,0,170
3804138,class,data-class,0,nao_tem_smell,0,TN,0,171
3804285,function,feature-envy,0,nao_tem_smell,0,TN,0,172
3804285,function,long-method,0,nao_tem_smell,0,TN,0,173
3807471,function,feature-envy,1,tem_smell,0,FN,0,174
3807471,function,long-method,0,nao_tem_smell,0,TN,0,175
3808598,function,feature-envy,0,nao_tem_smell,0,TN,0,176
3808598,function,long-method,0,nao_tem_smell,0,TN,0,177
3809437,function,feature-envy,0,nao_tem_smell,0,TN,0,178
3809437,function,long-method,0,nao_tem_smell,0,TN,0,179
3811653,function,feature-envy,0,nao_tem_smell,0,TN,0,180
3811653,function,long-method,0,nao_tem_smell,0,TN,0,181
3812099,function,feature-envy,0,nao_tem_smell,0,TN,0,182
3812099,function,long-method,0,nao_tem_smell,0,TN,0,183
3812473,class,blob,0,nao_tem_smell,0,TN,0,184
3812473,class,data-class,1,tem_smell,1,TP,1,185
3813750,class,blob,0,nao_tem_smell,0,TN,0,186
3813750,class,data-class,0,nao_tem_smell,0,TN,0,187
3814167,function,feature-envy,0,nao_tem_smell,0,TN,0,188
3814167,function,long-method,0,nao_tem_smell,0,TN,0,189
3814315,class,blob,0,nao_tem_smell,0,TN,0,190
3817294,function,feature-envy,0,nao_tem_smell,0,TN,0,192
3817294,function,long-method,0,nao_tem_smell,0,TN,0,193
3817323,class,blob,0,nao_tem_smell,0,TN,0,194
3817323,class,data-class,1,tem_smell,0,FN,0,195
3818939,function,feature-envy,0,nao_tem_smell,0,TN,0,196
3818939,function,long-method,0,nao_tem_smell,0,TN,0,197
3819835,class,blob,0,nao_tem_smell,0,TN,0,198
3819835,class,data-class,0,nao_tem_smell,0,TN,0,199
3819885,function,feature-envy,0,nao_tem_smell,0,TN,0,200
3819885,function,long-method,0,nao_tem_smell,0,TN,0,201
3820002,class,blob,0,nao_tem_smell,0,TN,0,202
3820002,class,data-class,1,tem_smell,1,TP,1,203
3822072,class,blob,0,nao_tem_smell,0,TN,0,204
3822072,class,data-class,0,nao_tem_smell,0,TN,0,205
3823798,function,feature-envy,0,nao_tem_smell,0,TN,0,206
3823798,function,long-method,0,nao_tem_smell,0,TN,0,207
3824920,function,feature-envy,0,nao_tem_smell,0,TN,0,208
3824920,function,long-method,0,nao_tem_smell,0,TN,0,209
3825676,function,feature-envy,0,nao_tem_smell,0,TN,0,210
3825676,function,long-method,0,nao_tem_smell,0,TN,0,211
3827535,class,blob,1,tem_smell,1,TP,1,212
3827535,class,data-class,0,nao_tem_smell,0,TN,0,213
3827991,class,blob,0,nao_tem_smell,0,TN,0,214
3827991,class,data-class,0,nao_tem_smell,0,TN,0,215
3828619,function,feature-envy,0,nao_tem_smell,0,TN,0,216
3828619,function,long-method,0,nao_tem_smell,0,TN,0,217
3829184,function,feature-envy,0,nao_tem_smell,0,TN,0,218
3829184,function,long-method,0,nao_tem_smell,0,TN,0,219
3831179,function,feature-envy,0,nao_tem_smell,0,TN,0,220
3831179,function,long-method,0,nao_tem_smell,0,TN,0,221
3834247,function,long-method,1,tem_smell,0,FN,0,223
3836401,class,blob,0,nao_tem_smell,0,TN,0,224
3836401,class,data-class,0,nao_tem_smell,0,TN,0,225
3839255,function,feature-envy,0,nao_tem_smell,0,TN,0,226
3839255,function,long-method,0,nao_tem_smell,0,TN,0,227
3839517,class,blob,0,nao_tem_smell,0,TN,0,228
3839517,class,data-class,0,nao_tem_smell,0,TN,0,229
3843851,function,feature-envy,0,nao_tem_smell,0,TN,0,230
3843851,function,long-method,0,nao_tem_smell,0,TN,0,231
3844294,function,feature-envy,0,nao_tem_smell,0,TN,0,232
3844294,function,long-method,0,nao_tem_smell,0,TN,0,233
3846700,class,blob,0,nao_tem_smell,0,TN,0,234
3846700,class,data-class,0,nao_tem_smell,0,TN,0,235
3848916,function,feature-envy,0,nao_tem_smell,0,TN,0,236
3848916,function,long-method,0,nao_tem_smell,0,TN,0,237
3849158,function,feature-envy,0,nao_tem_smell,0,TN,0,238
3849158,function,long-method,0,nao_tem_smell,0,TN,0,239
3850165,class,blob,0,nao_tem_smell,0,TN,0,240
3850165,class,data-class,1,tem_smell,0,FN,0,241
3851209,function,feature-envy,0,nao_tem_smell,0,TN,0,242
3851209,function,long-method,0,nao_tem_smell,0,TN,0,243
3851625,function,feature-envy,0,nao_tem_smell,0,TN,0,244
3851625,function,long-method,0,nao_tem_smell,0,TN,0,245
3856241,class,blob,0,nao_tem_smell,0,TN,0,246
3856241,class,data-class,0,nao_tem_smell,0,TN,0,247
3856345,function,long-method,0,nao_tem_smell,0,TN,0,249
3856873,class,blob,0,nao_tem_smell,0,TN,0,250
3856873,class,data-class,0,nao_tem_smell,0,TN,0,251
3856911,function,long-method,0,nao_tem_smell,0,TN,0,253
3857363,function,feature-envy,0,nao_tem_smell,0,TN,0,254
3857363,function,long-method,0,nao_tem_smell,0,TN,0,255
3857472,class,blob,0,nao_tem_smell,0,TN,0,256
3857472,class,data-class,1,tem_smell,0,FN,0,257
3858066,class,blob,0,nao_tem_smell,0,TN,0,258
3858066,class,data-class,1,tem_smell,1,TP,1,259
3858217,function,feature-envy,0,nao_tem_smell,0,TN,0,260
3858217,function,long-method,0,nao_tem_smell,0,TN,0,261
3859697,function,feature-envy,0,nao_tem_smell,0,TN,0,262
3859697,function,long-method,0,nao_tem_smell,0,TN,0,263
3862557,class,blob,0,nao_tem_smell,0,TN,0,266
3862557,class,data-class,0,nao_tem_smell,0,TN,0,267
3862792,class,blob,0,nao_tem_smell,0,TN,0,268
3862792,class,data-class,0,nao_tem_smell,0,TN,0,269
3863486,class,blob,0,nao_tem_smell,0,TN,0,270
3863486,class,data-class,0,nao_tem_smell,0,TN,0,271
3864226,function,feature-envy,0,nao_tem_smell,0,TN,0,272
3864226,function,long-method,0,nao_tem_smell,0,TN,0,273
3868102,function,feature-envy,0,nao_tem_smell,0,TN,0,274
3868102,function,long-method,0,nao_tem_smell,0,TN,0,275
3868110,function,feature-envy,0,nao_tem_smell,0,TN,0,276
3868110,function,long-method,0,nao_tem_smell,0,TN,0,277
3868578,class,blob,0,nao_tem_smell,0,TN,0,278
3868578,class,data-class,0,nao_tem_smell,0,TN,0,279
3868603,function,feature-envy,0,nao_tem_smell,0,TN,0,280
3868603,function,long-method,0,nao_tem_smell,0,TN,0,281
3869246,function,feature-envy,0,nao_tem_smell,0,TN,0,282
3869246,function,long-method,0,nao_tem_smell,0,TN,0,283
3869760,class,blob,0,nao_tem_smell,0,TN,0,284
3869760,class,data-class,0,nao_tem_smell,0,TN,0,285
3870545,function,feature-envy,0,nao_tem_smell,0,TN,0,286
3870545,function,long-method,0,nao_tem_smell,0,TN,0,287
3871308,function,feature-envy,0,nao_tem_smell,0,TN,0,288
3871308,function,long-method,0,nao_tem_smell,0,TN,0,289
3872015,function,feature-envy,0,nao_tem_smell,0,TN,0,290
3872015,function,long-method,0,nao_tem_smell,0,TN,0,291
3873345,function,feature-envy,0,nao_tem_smell,0,TN,0,292
3873345,function,long-method,0,nao_tem_smell,0,TN,0,293
3873715,class,blob,0,nao_tem_smell,0,TN,0,294
3873715,class,data-class,0,nao_tem_smell,0,TN,0,295
3873752,class,blob,0,nao_tem_smell,0,TN,0,296
3873752,class,data-class,0,nao_tem_smell,0,TN,0,297
3874200,class,blob,0,nao_tem_smell,0,TN,0,298
3874200,class,data-class,1,tem_smell,0,FN,0,299
3875268,function,feature-envy,0,nao_tem_smell,0,TN,0,300
3875268,function,long-method,0,nao_tem_smell,0,TN,0,301
3875995,function,feature-envy,0,nao_tem_smell,0,TN,0,302
3875995,function,long-method,0,nao_tem_smell,0,TN,0,303
3876033,function,feature-envy,0,nao_tem_smell,0,TN,0,304
3876033,function,long-method,0,nao_tem_smell,0,TN,0,305
3877056,function,long-method,0,nao_tem_smell,0,TN,0,307
3877118,function,feature-envy,0,nao_tem_smell,1,FP,1,308
3877118,function,long-method,1,tem_smell,0,FN,0,309
3878622,class,blob,0,nao_tem_smell,0,TN,0,310
3878622,class,data-class,0,nao_tem_smell,0,TN,0,311
3879070,function,feature-envy,0,nao_tem_smell,0,TN,0,312
3879070,function,long-method,0,nao_tem_smell,0,TN,0,313
3879673,function,feature-envy,0,nao_tem_smell,0,TN,0,314
3879673,function,long-method,0,nao_tem_smell,0,TN,0,315
3879965,class,blob,0,nao_tem_smell,0,TN,0,316
3879965,class,data-class,0,nao_tem_smell,0,TN,0,317
3881454,class,blob,0,nao_tem_smell,0,TN,0,318
3881454,class,data-class,0,nao_tem_smell,0,TN,0,319
3882178,function,feature-envy,0,nao_tem_smell,0,TN,0,320
3882178,function,long-method,0,nao_tem_smell,0,TN,0,321
3885890,class,blob,0,nao_tem_smell,0,TN,0,322
3885890,class,data-class,0,nao_tem_smell,0,TN,0,323
3888459,class,blob,0,nao_tem_smell,0,TN,0,324
3888459,class,data-class,0,nao_tem_smell,0,TN,0,325
3888598,class,blob,0,nao_tem_smell,0,TN,0,326
3888598,class,data-class,0,nao_tem_smell,0,TN,0,327
3891048,class,blob,0,nao_tem_smell,0,TN,0,328
3891048,class,data-class,0,nao_tem_smell,0,TN,0,329
3893413,function,feature-envy,0,nao_tem_smell,1,FP,1,330
3893413,function,long-method,1,tem_smell,0,FN,0,331
3897308,function,feature-envy,0,nao_tem_smell,0,TN,0,332
3897308,function,long-method,0,nao_tem_smell,0,TN,0,333
3897581,class,blob,0,nao_tem_smell,0,TN,0,334
3897581,class,data-class,0,nao_tem_smell,0,TN,0,335
3898760,class,blob,0,nao_tem_smell,0,TN,0,336
3898760,class,data-class,0,nao_tem_smell,0,TN,0,337
3900213,class,blob,0,nao_tem_smell,0,TN,0,338
3900213,class,data-class,0,nao_tem_smell,0,TN,0,339
3901039,class,blob,0,nao_tem_smell,0,TN,0,340
3901039,class,data-class,0,nao_tem_smell,0,TN,0,341
3904181,class,blob,0,nao_tem_smell,0,TN,0,342
3904181,class,data-class,0,nao_tem_smell,0,TN,0,343
3904736,function,feature-envy,0,nao_tem_smell,0,TN,0,344
3904736,function,long-method,0,nao_tem_smell,0,TN,0,345
3905445,function,feature-envy,0,nao_tem_smell,0,TN,0,346
3905445,function,long-method,0,nao_tem_smell,0,TN,0,347
3908026,class,blob,0,nao_tem_smell,0,TN,0,348
3908026,class,data-class,0,nao_tem_smell,0,TN,0,349
3908492,class,blob,1,tem_smell,0,FN,0,350
3908492,class,data-class,0,nao_tem_smell,0,TN,0,351
3909025,function,feature-envy,0,nao_tem_smell,0,TN,0,352
3909025,function,long-method,0,nao_tem_smell,0,TN,0,353
3913986,function,feature-envy,0,nao_tem_smell,0,TN,0,354
3913986,function,long-method,0,nao_tem_smell,0,TN,0,355
3917525,function,feature-envy,0,nao_tem_smell,0,TN,0,356
3917525,function,long-method,0,nao_tem_smell,0,TN,0,357
3917547,function,feature-envy,0,nao_tem_smell,0,TN,0,358
3917547,function,long-method,0,nao_tem_smell,0,TN,0,359
3917715,class,blob,0,nao_tem_smell,0,TN,0,360
3917715,class,data-class,1,tem_smell,0,FN,0,361
3918098,function,feature-envy,0,nao_tem_smell,0,TN,0,362
3918098,function,long-method,0,nao_tem_smell,0,TN,0,363
3918287,class,blob,0,nao_tem_smell,0,TN,0,364
3918287,class,data-class,1,tem_smell,0,FN,0,365
3918920,function,feature-envy,0,nao_tem_smell,0,TN,0,366
3918920,function,long-method,0,nao_tem_smell,0,TN,0,367
3918943,function,feature-envy,0,nao_tem_smell,0,TN,0,368
3918943,function,long-method,1,tem_smell,1,TP,1,369
3919083,function,feature-envy,0,nao_tem_smell,0,TN,0,370
3919083,function,long-method,0,nao_tem_smell,0,TN,0,371
3919373,function,feature-envy,0,nao_tem_smell,0,TN,0,372
3919373,function,long-method,0,nao_tem_smell,0,TN,0,373
3919445,class,blob,0,nao_tem_smell,0,TN,0,374
3919445,class,data-class,0,nao_tem_smell,0,TN,0,375
3920271,function,feature-envy,0,nao_tem_smell,0,TN,0,376
3920271,function,long-method,0,nao_tem_smell,0,TN,0,377
3920625,class,blob,0,nao_tem_smell,0,TN,0,378
3920625,class,data-class,1,tem_smell,1,TP,1,379
3921684,function,feature-envy,0,nao_tem_smell,0,TN,0,380
3921684,function,long-method,0,nao_tem_smell,0,TN,0,381
3922349,function,feature-envy,0,nao_tem_smell,0,TN,0,382
3922349,function,long-method,1,tem_smell,0,FN,0,383
3922485,function,feature-envy,1,tem_smell,0,FN,0,384
3922485,function,long-method,0,nao_tem_smell,0,TN,0,385
3922769,class,blob,0,nao_tem_smell,0,TN,0,386
3922769,class,data-class,0,nao_tem_smell,0,TN,0,387
3922790,class,data-class,0,nao_tem_smell,0,TN,0,389
3923939,class,blob,0,nao_tem_smell,1,FP,1,390
3923939,class,data-class,0,nao_tem_smell,0,TN,0,391
3924383,function,feature-envy,0,nao_tem_smell,0,TN,0,392
3924383,function,long-method,0,nao_tem_smell,0,TN,0,393
3924454,function,feature-envy,0,nao_tem_smell,0,TN,0,394
3924454,function,long-method,0,nao_tem_smell,0,TN,0,395
3924473,function,feature-envy,0,nao_tem_smell,0,TN,0,396
3924473,function,long-method,0,nao_tem_smell,0,TN,0,397
3925764,class,blob,1,tem_smell,0,FN,0,398
3925764,class,data-class,0,nao_tem_smell,0,TN,0,399
3926659,function,feature-envy,0,nao_tem_smell,0,TN,0,400
3926659,function,long-method,0,nao_tem_smell,0,TN,0,401
3926825,function,feature-envy,0,nao_tem_smell,0,TN,0,402
3926825,function,long-method,0,nao_tem_smell,0,TN,0,403
3927368,function,feature-envy,1,tem_smell,0,FN,0,404
3927368,function,long-method,0,nao_tem_smell,0,TN,0,405
3929567,class,blob,0,nao_tem_smell,0,TN,0,406
3929567,class,data-class,0,nao_tem_smell,0,TN,0,407
3930845,function,feature-envy,0,nao_tem_smell,0,TN,0,408
3930845,function,long-method,0,nao_tem_smell,0,TN,0,409
3931329,function,feature-envy,0,nao_tem_smell,0,TN,0,410
3931329,function,long-method,0,nao_tem_smell,0,TN,0,411
3931780,class,blob,1,tem_smell,1,TP,1,412
3931780,class,data-class,1,tem_smell,0,FN,0,413
3933339,function,feature-envy,0,nao_tem_smell,0,TN,0,414
3933339,function,long-method,0,nao_tem_smell,0,TN,0,415
3936103,class,blob,0,nao_tem_smell,0,TN,0,416
3936103,class,data-class,0,nao_tem_smell,0,TN,0,417
3937045,class,blob,0,nao_tem_smell,0,TN,0,418
3937045,class,data-class,0,nao_tem_smell,0,TN,0,419
3937197,class,blob,0,nao_tem_smell,0,TN,0,420
3937197,class,data-class,0,nao_tem_smell,1,FP,1,421
3938271,class,blob,0,nao_tem_smell,0,TN,0,422
3938271,class,data-class,0,nao_tem_smell,0,TN,0,423
3939400,class,blob,0,nao_tem_smell,0,TN,0,424
3939400,class,data-class,0,nao_tem_smell,0,TN,0,425
3940072,function,feature-envy,1,tem_smell,1,TP,1,426
3940072,function,long-method,0,nao_tem_smell,0,TN,0,427
3940608,class,blob,0,nao_tem_smell,0,TN,0,428
3940608,class,data-class,0,nao_tem_smell,0,TN,0,429
3940746,class,blob,0,nao_tem_smell,0,TN,0,430
3940746,class,data-class,0,nao_tem_smell,0,TN,0,431
3942097,function,feature-envy,1,tem_smell,0,FN,0,432
3942097,function,long-method,1,tem_smell,0,FN,0,433
3942114,class,blob,0,nao_tem_smell,0,TN,0,434
3942114,class,data-class,0,nao_tem_smell,1,FP,1,435
3943609,class,blob,1,tem_smell,0,FN,0,436
3943609,class,data-class,0,nao_tem_smell,0,TN,0,437
3943759,class,blob,0,nao_tem_smell,0,TN,0,438
3943759,class,data-class,0,nao_tem_smell,0,TN,0,439
3945199,function,feature-envy,0,nao_tem_smell,0,TN,0,440
3945199,function,long-method,0,nao_tem_smell,0,TN,0,441
3945316,function,feature-envy,0,nao_tem_smell,0,TN,0,442
3945316,function,long-method,0,nao_tem_smell,0,TN,0,443
3945737,class,blob,0,nao_tem_smell,0,TN,0,444
3945737,class,data-class,0,nao_tem_smell,0,TN,0,445
3946225,class,blob,0,nao_tem_smell,0,TN,0,446
3946225,class,data-class,0,nao_tem_smell,0,TN,0,447
3947756,function,feature-envy,0,nao_tem_smell,0,TN,0,448
3947756,function,long-method,0,nao_tem_smell,0,TN,0,449
3949836,class,blob,0,nao_tem_smell,0,TN,0,450
3949836,class,data-class,0,nao_tem_smell,0,TN,0,451
3950225,class,blob,0,nao_tem_smell,0,TN,0,452
3950225,class,data-class,0,nao_tem_smell,0,TN,0,453
3951549,function,feature-envy,1,tem_smell,0,FN,0,454
3951549,function,long-method,1,tem_smell,1,TP,1,455
3952888,class,blob,0,nao_tem_smell,0,TN,0,456
3952888,class,data-class,1,tem_smell,1,TP,1,457
3952980,function,feature-envy,0,nao_tem_smell,0,TN,0,458
3952980,function,long-method,0,nao_tem_smell,0,TN,0,459
3953485,class,blob,0,nao_tem_smell,0,TN,0,460
3953485,class,data-class,1,tem_smell,0,FN,0,461
3954827,class,blob,0,nao_tem_smell,0,TN,0,462
3954827,class,data-class,1,tem_smell,0,FN,0,463
3961246,function,feature-envy,0,nao_tem_smell,0,TN,0,464
3961246,function,long-method,0,nao_tem_smell,0,TN,0,465
3962016,class,blob,0,nao_tem_smell,0,TN,0,466
3962016,class,data-class,0,nao_tem_smell,0,TN,0,467
3963239,class,blob,0,nao_tem_smell,0,TN,0,468
3963239,class,data-class,1,tem_smell,0,FN,0,469
3963415,function,feature-envy,0,nao_tem_smell,0,TN,0,470
3963415,function,long-method,0,nao_tem_smell,0,TN,0,471
3964331,function,feature-envy,0,nao_tem_smell,0,TN,0,472
3964331,function,long-method,0,nao_tem_smell,0,TN,0,473
3969522,class,data-class,0,nao_tem_smell,0,TN,0,475
3970015,class,data-class,0,nao_tem_smell,0,TN,0,477
3972251,class,blob,0,nao_tem_smell,0,TN,0,478
